TransactionID,Date,Product,Region,Sales,Quantity
80,2025-01-04 07:00:00,WidgetC,West,56,12
81,2025-01-04 08:00:00,WidgetA,West,318,16
82,2025-01-04 09:00:00,WidgetC,South,460,16
83,2025-01-04 10:00:00,WidgetB,North,456,18
84,2025-01-04 11:00:00,WidgetB,East,49,9
85,2025-01-04 12:00:00,WidgetB,East,454,2
86,2025-01-04 13:00:00,WidgetA,West,90,15
87,2025-01-04 14:00:00,WidgetB,East,360,10
88,2025-01-04 15:00:00,WidgetB,East,358,4
89,2025-01-04 16:00:00,WidgetB,North,343,6
90,2025-01-04 17:00:00,WidgetA,East,233,15
91,2025-01-04 18:00:00,WidgetB,East,93,14
92,2025-01-04 19:00:00,WidgetC,South,95,19
93,2025-01-04 20:00:00,WidgetA,North,207,6
94,2025-01-04 21:00:00,WidgetB,West,382,10
95,2025-01-04 22:00:00,WidgetC,East,241,6
96,2025-01-04 23:00:00,WidgetA,West,288,8
97,2025-01-05 00:00:00,WidgetC,East,139,11
98,2025-01-05 01:00:00,WidgetA,West,228,6
99,2025-01-05 02:00:00,WidgetB,North,245,5
100,2025-01-05 03:00:00,WidgetC,East,75,2
101,2025-01-05 04:00:00,WidgetC,West,275,9
102,2025-01-05 05:00:00,WidgetB,West,61,11
103,2025-01-05 06:00:00,WidgetA,West,326,13
104,2025-01-05 07:00:00,WidgetB,North,395,6
105,2025-01-05 08:00:00,WidgetB,South,174,16
106,2025-01-05 09:00:00,WidgetA,North,366,16
107,2025-01-05 10:00:00,WidgetC,North,413,17
108,2025-01-05 11:00:00,WidgetC,East,407,5
109,2025-01-05 12:00:00,WidgetC,North,420,15
110,2025-01-05 13:00:00,WidgetC,West,469,16
111,2025-01-05 14:00:00,WidgetB,South,129,18
112,2025-01-05 15:00:00,WidgetC,North,189,10
113,2025-01-05 16:00:00,WidgetC,South,180,1
114,2025-01-05 17:00:00,WidgetC,East,461,17
115,2025-01-05 18:00:00,WidgetC,South,220,7
116,2025-01-05 19:00:00,WidgetC,North,448,1
117,2025-01-05 20:00:00,WidgetA,West,135,16
118,2025-01-05 21:00:00,WidgetB,North,106,7
119,2025-01-05 22:00:00,WidgetC,South,273,5
120,2025-01-05 23:00:00,WidgetC,South,204,14
121,2025-01-06 00:00:00,WidgetB,North,383,16
122,2025-01-06 01:00:00,WidgetC,North,495,8
123,2025-01-06 02:00:00,WidgetB,North,281,5
124,2025-01-06 03:00:00,WidgetA,North,177,8
125,2025-01-06 04:00:00,WidgetC,South,126,2
126,2025-01-06 05:00:00,WidgetC,North,364,7
127,2025-01-06 06:00:00,WidgetA,West,165,4
128,2025-01-06 07:00:00,WidgetC,South,311,7
129,2025-01-06 08:00:00,WidgetA,East,319,10
130,2025-01-06 09:00:00,WidgetA,West,455,10
131,2025-01-06 10:00:00,WidgetC,North,351,1
132,2025-01-06 11:00:00,WidgetA,West,497,1
133,2025-01-06 12:00:00,WidgetC,South,211,14
134,2025-01-06 13:00:00,WidgetC,North,204,13
135,2025-01-06 14:00:00,WidgetC,West,251,6
136,2025-01-06 15:00:00,WidgetA,West,423,11
137,2025-01-06 16:00:00,WidgetA,North,370,9
138,2025-01-06 17:00:00,WidgetA,North,168,6
139,2025-01-06 18:00:00,WidgetB,North,187,18
140,2025-01-06 19:00:00,WidgetC,West,420,19
141,2025-01-06 20:00:00,WidgetA,West,478,15
142,2025-01-06 21:00:00,WidgetB,South,56,14
143,2025-01-06 22:00:00,WidgetC,East,105,7
144,2025-01-06 23:00:00,WidgetC,South,402,9
145,2025-01-07 00:00:00,WidgetC,South,190,11
146,2025-01-07 01:00:00,WidgetB,West,84,17
147,2025-01-07 02:00:00,WidgetA,North,358,6
148,2025-01-07 03:00:00,WidgetA,North,295,17
149,2025-01-07 04:00:00,WidgetA,East,206,9
150,2025-01-07 05:00:00,WidgetA,East,32,11
151,2025-01-07 06:00:00,WidgetC,West,369,2
152,2025-01-07 07:00:00,WidgetC,West,404,7
153,2025-01-07 08:00:00,WidgetA,South,474,13
154,2025-01-07 09:00:00,WidgetA,East,382,1
155,2025-01-07 10:00:00,WidgetA,East,295,5
156,2025-01-07 11:00:00,WidgetB,West,413,6
157,2025-01-07 12:00:00,WidgetC,South,420,3
158,2025-01-07 13:00:00,WidgetA,West,162,12
159,2025-01-07 14:00:00,WidgetA,South,81,6
160,2025-01-07 15:00:00,WidgetB,South,134,19
161,2025-01-07 16:00:00,WidgetA,East,213,8
162,2025-01-07 17:00:00,WidgetC,North,305,10
163,2025-01-07 18:00:00,WidgetB,North,325,3
164,2025-01-07 19:00:00,WidgetB,East,167,14
165,2025-01-07 20:00:00,WidgetB,South,41,4
166,2025-01-07 21:00:00,WidgetA,North,78,19
167,2025-01-07 22:00:00,WidgetA,East,275,16
168,2025-01-07 23:00:00,WidgetA,West,428,11
169,2025-01-08 00:00:00,WidgetB,East,128,16
170,2025-01-08 01:00:00,WidgetB,West,104,18
171,2025-01-08 02:00:00,WidgetC,West,241,4
172,2025-01-08 03:00:00,WidgetB,West,135,18
173,2025-01-08 04:00:00,WidgetA,South,58,11
174,2025-01-08 05:00:00,WidgetA,North,89,14
175,2025-01-08 06:00:00,WidgetB,West,101,8
176,2025-01-08 07:00:00,WidgetC,North,156,13
177,2025-01-08 08:00:00,WidgetB,West,194,14
178,2025-01-08 09:00:00,WidgetB,East,263,19
179,2025-01-08 10:00:00,WidgetB,South,371,6
180,2025-01-08 11:00:00,WidgetA,East,383,14
181,2025-01-08 12:00:00,WidgetA,West,114,7
182,2025-01-08 13:00:00,WidgetA,East,105,5
183,2025-01-08 14:00:00,WidgetB,East,185,14
184,2025-01-08 15:00:00,WidgetC,South,323,4
185,2025-01-08 16:00:00,WidgetB,East,138,7
186,2025-01-08 17:00:00,WidgetB,West,492,7
187,2025-01-08 18:00:00,WidgetA,South,330,10
188,2025-01-08 19:00:00,WidgetA,East,326,7
189,2025-01-08 20:00:00,WidgetB,South,23,9
190,2025-01-08 21:00:00,WidgetC,West,159,17
191,2025-01-08 22:00:00,WidgetA,North,403,1
192,2025-01-08 23:00:00,WidgetC,East,179,14
193,2025-01-09 00:00:00,WidgetC,East,387,8
194,2025-01-09 01:00:00,WidgetB,East,166,12
195,2025-01-09 02:00:00,WidgetB,West,46,6
196,2025-01-09 03:00:00,WidgetB,East,440,15
197,2025-01-09 04:00:00,WidgetC,East,142,7
198,2025-01-09 05:00:00,WidgetA,East,125,13
199,2025-01-09 06:00:00,WidgetA,East,204,14
200,2025-01-09 07:00:00,WidgetB,West,82,14
201,2025-01-09 08:00:00,WidgetA,West,297,16
202,2025-01-09 09:00:00,WidgetC,West,114,16
203,2025-01-09 10:00:00,WidgetC,North,341,4
204,2025-01-09 11:00:00,WidgetA,West,257,19
205,2025-01-09 12:00:00,WidgetC,West,457,10
206,2025-01-09 13:00:00,WidgetC,South,431,12
207,2025-01-09 14:00:00,WidgetC,South,320,11
208,2025-01-09 15:00:00,WidgetB,North,33,18
209,2025-01-09 16:00:00,WidgetB,South,422,15
210,2025-01-09 17:00:00,WidgetA,West,393,6
211,2025-01-09 18:00:00,WidgetA,South,343,10
212,2025-01-09 19:00:00,WidgetA,North,42,3
213,2025-01-09 20:00:00,WidgetC,South,399,13
214,2025-01-09 21:00:00,WidgetC,South,248,8
215,2025-01-09 22:00:00,WidgetB,West,131,11
216,2025-01-09 23:00:00,WidgetB,South,245,6
217,2025-01-10 00:00:00,WidgetA,East,295,8
218,2025-01-10 01:00:00,WidgetA,West,139,9
219,2025-01-10 02:00:00,WidgetC,South,498,14
220,2025-01-10 03:00:00,WidgetB,West,330,3
221,2025-01-10 04:00:00,WidgetB,East,164,13
222,2025-01-10 05:00:00,WidgetC,South,163,3
223,2025-01-10 06:00:00,WidgetA,West,451,19
224,2025-01-10 07:00:00,WidgetB,West,178,19
225,2025-01-10 08:00:00,WidgetB,West,276,18
226,2025-01-10 09:00:00,WidgetB,South,446,8
227,2025-01-10 10:00:00,WidgetB,North,143,4
228,2025-01-10 11:00:00,WidgetB,West,36,13
229,2025-01-10 12:00:00,WidgetC,East,235,11
230,2025-01-10 13:00:00,WidgetC,East,484,2
231,2025-01-10 14:00:00,WidgetC,East,224,8
232,2025-01-10 15:00:00,WidgetA,East,336,16
233,2025-01-10 16:00:00,WidgetB,South,125,5
234,2025-01-10 17:00:00,WidgetC,East,403,13
235,2025-01-10 18:00:00,WidgetB,West,194,8
236,2025-01-10 19:00:00,WidgetB,West,468,8
237,2025-01-10 20:00:00,WidgetB,West,137,19
238,2025-01-10 21:00:00,WidgetB,East,126,11
239,2025-01-10 22:00:00,WidgetA,West,386,13
240,2025-01-10 23:00:00,WidgetC,West,276,5
241,2025-01-11 00:00:00,WidgetC,South,341,11
242,2025-01-11 01:00:00,WidgetA,West,175,14
243,2025-01-11 02:00:00,WidgetB,South,54,13
244,2025-01-11 03:00:00,WidgetB,South,42,11
245,2025-01-11 04:00:00,WidgetA,West,454,11
246,2025-01-11 05:00:00,WidgetA,South,372,9
247,2025-01-11 06:00:00,WidgetA,North,415,19
248,2025-01-11 07:00:00,WidgetC,North,219,7
249,2025-01-11 08:00:00,WidgetB,South,129,13
250,2025-01-11 09:00:00,WidgetC,West,368,5
251,2025-01-11 10:00:00,WidgetB,South,135,8
252,2025-01-11 11:00:00,WidgetC,West,180,17
253,2025-01-11 12:00:00,WidgetA,East,117,2
254,2025-01-11 13:00:00,WidgetC,South,429,12
255,2025-01-11 14:00:00,WidgetA,South,394,1
256,2025-01-11 15:00:00,WidgetB,North,46,3
257,2025-01-11 16:00:00,WidgetB,West,153,11
258,2025-01-11 17:00:00,WidgetB,North,165,9
259,2025-01-11 18:00:00,WidgetA,East,118,16
260,2025-01-11 19:00:00,WidgetA,East,204,10
261,2025-01-11 20:00:00,WidgetA,South,442,9
262,2025-01-11 21:00:00,WidgetA,West,280,4
263,2025-01-11 22:00:00,WidgetA,North,451,11
264,2025-01-11 23:00:00,WidgetA,North,70,6
265,2025-01-12 00:00:00,WidgetB,West,390,14
266,2025-01-12 01:00:00,WidgetA,East,448,15
267,2025-01-12 02:00:00,WidgetC,East,129,1
268,2025-01-12 03:00:00,WidgetC,North,234,4
269,2025-01-12 04:00:00,WidgetB,South,47,7
270,2025-01-12 05:00:00,WidgetB,North,462,13
271,2025-01-12 06:00:00,WidgetB,East,340,16
272,2025-01-12 07:00:00,WidgetC,West,456,5
273,2025-01-12 08:00:00,WidgetB,South,406,10
274,2025-01-12 09:00:00,WidgetB,North,86,5
275,2025-01-12 10:00:00,WidgetA,North,168,17
276,2025-01-12 11:00:00,WidgetB,West,332,17
277,2025-01-12 12:00:00,WidgetC,North,487,15
278,2025-01-12 13:00:00,WidgetB,West,306,5
279,2025-01-12 14:00:00,WidgetB,North,48,10
280,2025-01-12 15:00:00,WidgetA,East,116,15
281,2025-01-12 16:00:00,WidgetA,North,303,12
282,2025-01-12 17:00:00,WidgetB,South,323,19
283,2025-01-12 18:00:00,WidgetB,East,499,10
284,2025-01-12 19:00:00,WidgetC,East,338,2
285,2025-01-12 20:00:00,WidgetB,East,376,1
286,2025-01-12 21:00:00,WidgetC,East,248,13
287,2025-01-12 22:00:00,WidgetC,South,350,1
288,2025-01-12 23:00:00,WidgetB,North,381,5
289,2025-01-13 00:00:00,WidgetC,East,192,5
290,2025-01-13 01:00:00,WidgetC,West,310,16
291,2025-01-13 02:00:00,WidgetA,North,393,7
292,2025-01-13 03:00:00,WidgetB,North,82,19
293,2025-01-13 04:00:00,WidgetB,West,304,3
294,2025-01-13 05:00:00,WidgetB,South,224,4
295,2025-01-13 06:00:00,WidgetC,North,466,7
296,2025-01-13 07:00:00,WidgetB,South,207,5
297,2025-01-13 08:00:00,WidgetB,East,222,18
298,2025-01-13 09:00:00,WidgetB,East,412,5
299,2025-01-13 10:00:00,WidgetC,North,150,4
300,2025-01-13 11:00:00,WidgetA,East,81,5
301,2025-01-13 12:00:00,WidgetB,South,178,19
302,2025-01-13 13:00:00,WidgetA,West,134,2
303,2025-01-13 14:00:00,WidgetB,West,381,3
304,2025-01-13 15:00:00,WidgetB,West,223,18
305,2025-01-13 16:00:00,WidgetC,East,293,19
306,2025-01-13 17:00:00,WidgetA,North,425,14
307,2025-01-13 18:00:00,WidgetC,South,58,12
308,2025-01-13 19:00:00,WidgetA,East,228,1
309,2025-01-13 20:00:00,WidgetC,East,460,9
310,2025-01-13 21:00:00,WidgetA,North,102,9
311,2025-01-13 22:00:00,WidgetC,East,192,7
312,2025-01-13 23:00:00,WidgetA,South,313,11
313,2025-01-14 00:00:00,WidgetA,North,383,17
314,2025-01-14 01:00:00,WidgetA,West,492,14
315,2025-01-14 02:00:00,WidgetA,South,266,4
316,2025-01-14 03:00:00,WidgetB,South,448,16
317,2025-01-14 04:00:00,WidgetC,East,128,16
318,2025-01-14 05:00:00,WidgetA,North,349,19
319,2025-01-14 06:00:00,WidgetA,South,249,9
320,2025-01-14 07:00:00,WidgetB,East,67,18
321,2025-01-14 08:00:00,WidgetC,North,132,17
322,2025-01-14 09:00:00,WidgetB,North,361,15
323,2025-01-14 10:00:00,WidgetA,South,103,17
324,2025-01-14 11:00:00,WidgetA,East,338,9
325,2025-01-14 12:00:00,WidgetA,South,144,11
326,2025-01-14 13:00:00,WidgetA,South,212,2
327,2025-01-14 14:00:00,WidgetA,North,66,1
328,2025-01-14 15:00:00,WidgetB,North,480,6
329,2025-01-14 16:00:00,WidgetA,East,175,7
330,2025-01-14 17:00:00,WidgetC,North,119,15
331,2025-01-14 18:00:00,WidgetC,South,325,16
332,2025-01-14 19:00:00,WidgetC,West,476,18
333,2025-01-14 20:00:00,WidgetA,East,480,10
334,2025-01-14 21:00:00,WidgetA,East,32,13
335,2025-01-14 22:00:00,WidgetC,South,388,19
336,2025-01-14 23:00:00,WidgetA,North,42,18
337,2025-01-15 00:00:00,WidgetC,West,117,12
338,2025-01-15 01:00:00,WidgetC,East,224,5
339,2025-01-15 02:00:00,WidgetA,East,210,6
340,2025-01-15 03:00:00,WidgetB,North,26,10
341,2025-01-15 04:00:00,WidgetB,North,489,7
342,2025-01-15 05:00:00,WidgetB,North,160,12
343,2025-01-15 06:00:00,WidgetA,West,361,9
344,2025-01-15 07:00:00,WidgetA,North,449,2
345,2025-01-15 08:00:00,WidgetB,South,160,9
346,2025-01-15 09:00:00,WidgetA,North,399,10
347,2025-01-15 10:00:00,WidgetA,North,383,5
348,2025-01-15 11:00:00,WidgetB,East,65,12
349,2025-01-15 12:00:00,WidgetC,South,194,6
350,2025-01-15 13:00:00,WidgetC,West,100,3
351,2025-01-15 14:00:00,WidgetA,West,433,13
352,2025-01-15 15:00:00,WidgetC,North,261,9
353,2025-01-15 16:00:00,WidgetB,West,177,14
354,2025-01-15 17:00:00,WidgetB,East,405,12
355,2025-01-15 18:00:00,WidgetC,East,146,1
356,2025-01-15 19:00:00,WidgetB,South,79,10
357,2025-01-15 20:00:00,WidgetC,West,304,5
358,2025-01-15 21:00:00,WidgetC,South,202,15
359,2025-01-15 22:00:00,WidgetB,South,381,10
360,2025-01-15 23:00:00,WidgetC,West,185,11
361,2025-01-16 00:00:00,WidgetA,North,38,17
362,2025-01-16 01:00:00,WidgetA,South,112,17
363,2025-01-16 02:00:00,WidgetC,North,66,2
364,2025-01-16 03:00:00,WidgetB,East,484,19
365,2025-01-16 04:00:00,WidgetB,South,260,14
366,2025-01-16 05:00:00,WidgetC,West,376,11
367,2025-01-16 06:00:00,WidgetC,North,157,10
368,2025-01-16 07:00:00,WidgetB,East,429,19
369,2025-01-16 08:00:00,WidgetA,East,245,7
370,2025-01-16 09:00:00,WidgetC,North,44,7
371,2025-01-16 10:00:00,WidgetA,East,235,12
372,2025-01-16 11:00:00,WidgetC,West,145,2
373,2025-01-16 12:00:00,WidgetA,South,213,8
374,2025-01-16 13:00:00,WidgetC,West,128,10
375,2025-01-16 14:00:00,WidgetB,South,476,4
376,2025-01-16 15:00:00,WidgetC,East,360,8
377,2025-01-16 16:00:00,WidgetB,North,242,15
378,2025-01-16 17:00:00,WidgetA,West,465,3
379,2025-01-16 18:00:00,WidgetB,East,303,4
380,2025-01-16 19:00:00,WidgetB,South,47,2
381,2025-01-16 20:00:00,WidgetC,South,63,12
382,2025-01-16 21:00:00,WidgetC,South,480,17
383,2025-01-16 22:00:00,WidgetA,West,197,16
384,2025-01-16 23:00:00,WidgetB,North,274,17
385,2025-01-17 00:00:00,WidgetA,North,349,19
386,2025-01-17 01:00:00,WidgetA,North,46,12
387,2025-01-17 02:00:00,WidgetA,West,193,6
388,2025-01-17 03:00:00,WidgetC,North,154,12
389,2025-01-17 04:00:00,WidgetA,East,482,10
390,2025-01-17 05:00:00,WidgetB,West,107,12
391,2025-01-17 06:00:00,WidgetA,East,221,18
392,2025-01-17 07:00:00,WidgetC,South,22,10
393,2025-01-17 08:00:00,WidgetB,South,389,15
394,2025-01-17 09:00:00,WidgetA,South,328,5
395,2025-01-17 10:00:00,WidgetB,North,376,12
396,2025-01-17 11:00:00,WidgetC,West,262,6
397,2025-01-17 12:00:00,WidgetA,East,186,6
398,2025-01-17 13:00:00,WidgetA,South,322,17
399,2025-01-17 14:00:00,WidgetA,West,103,4
400,2025-01-17 15:00:00,WidgetC,East,210,2
401,2025-01-17 16:00:00,WidgetB,West,337,18
402,2025-01-17 17:00:00,WidgetA,North,432,15
403,2025-01-17 18:00:00,WidgetA,North,358,18
404,2025-01-17 19:00:00,WidgetA,West,456,3
405,2025-01-17 20:00:00,WidgetA,West,232,7
406,2025-01-17 21:00:00,WidgetB,South,274,15
407,2025-01-17 22:00:00,WidgetC,North,150,2
408,2025-01-17 23:00:00,WidgetC,South,84,8
409,2025-01-18 00:00:00,WidgetB,West,110,5
410,2025-01-18 01:00:00,WidgetA,East,496,17
411,2025-01-18 02:00:00,WidgetB,East,433,8
412,2025-01-18 03:00:00,WidgetB,West,146,13
413,2025-01-18 04:00:00,WidgetB,West,210,9
414,2025-01-18 05:00:00,WidgetB,South,316,9
415,2025-01-18 06:00:00,WidgetB,South,337,9
416,2025-01-18 07:00:00,WidgetB,North,214,2
417,2025-01-18 08:00:00,WidgetC,West,333,9
418,2025-01-18 09:00:00,WidgetC,South,31,11
419,2025-01-18 10:00:00,WidgetB,South,46,9
420,2025-01-18 11:00:00,WidgetB,North,320,8
421,2025-01-18 12:00:00,WidgetB,West,468,9
422,2025-01-18 13:00:00,WidgetC,North,434,7
423,2025-01-18 14:00:00,WidgetA,East,420,5
424,2025-01-18 15:00:00,WidgetA,East,73,4
425,2025-01-18 16:00:00,WidgetA,North,169,12
426,2025-01-18 17:00:00,WidgetB,East,220,8
427,2025-01-18 18:00:00,WidgetA,East,332,10
428,2025-01-18 19:00:00,WidgetB,East,415,14
429,2025-01-18 20:00:00,WidgetA,East,172,1
430,2025-01-18 21:00:00,WidgetC,North,142,10
431,2025-01-18 22:00:00,WidgetC,West,67,6
432,2025-01-18 23:00:00,WidgetB,North,327,13
433,2025-01-19 00:00:00,WidgetA,North,357,14
434,2025-01-19 01:00:00,WidgetA,West,440,15
435,2025-01-19 02:00:00,WidgetA,East,387,2
436,2025-01-19 03:00:00,WidgetA,South,204,13
437,2025-01-19 04:00:00,WidgetA,East,32,5
438,2025-01-19 05:00:00,WidgetC,South,164,11
439,2025-01-19 06:00:00,WidgetB,North,168,10
440,2025-01-19 07:00:00,WidgetA,North,482,9
441,2025-01-19 08:00:00,WidgetC,North,435,4
442,2025-01-19 09:00:00,WidgetA,West,314,2
443,2025-01-19 10:00:00,WidgetC,West,374,10
444,2025-01-19 11:00:00,WidgetB,West,394,18
445,2025-01-19 12:00:00,WidgetA,South,361,5
446,2025-01-19 13:00:00,WidgetA,West,486,18
447,2025-01-19 14:00:00,WidgetC,West,198,19
448,2025-01-19 15:00:00,WidgetB,West,437,11
449,2025-01-19 16:00:00,WidgetC,East,194,3
450,2025-01-19 17:00:00,WidgetC,South,84,12
451,2025-01-19 18:00:00,WidgetB,North,291,3
452,2025-01-19 19:00:00,WidgetA,North,403,4
453,2025-01-19 20:00:00,WidgetA,West,265,4
454,2025-01-19 21:00:00,WidgetC,West,497,17
455,2025-01-19 22:00:00,WidgetB,North,328,6
456,2025-01-19 23:00:00,WidgetB,South,364,4
457,2025-01-20 00:00:00,WidgetA,South,131,19
458,2025-01-20 01:00:00,WidgetA,East,334,15
459,2025-01-20 02:00:00,WidgetC,North,164,3
460,2025-01-20 03:00:00,WidgetA,West,20,17
461,2025-01-20 04:00:00,WidgetB,West,382,16
462,2025-01-20 05:00:00,WidgetC,West,428,5
463,2025-01-20 06:00:00,WidgetC,North,234,18
464,2025-01-20 07:00:00,WidgetB,South,493,11
465,2025-01-20 08:00:00,WidgetA,South,445,6
466,2025-01-20 09:00:00,WidgetA,North,255,3
467,2025-01-20 10:00:00,WidgetB,South,91,18
468,2025-01-20 11:00:00,WidgetA,West,277,7
469,2025-01-20 12:00:00,WidgetA,West,164,1
470,2025-01-20 13:00:00,WidgetC,East,226,5
471,2025-01-20 14:00:00,WidgetA,North,43,1
472,2025-01-20 15:00:00,WidgetA,West,145,11
473,2025-01-20 16:00:00,WidgetB,South,160,7
474,2025-01-20 17:00:00,WidgetB,North,73,1
475,2025-01-20 18:00:00,WidgetB,East,166,4
476,2025-01-20 19:00:00,WidgetB,East,125,5
477,2025-01-20 20:00:00,WidgetB,North,393,2
478,2025-01-20 21:00:00,WidgetB,South,102,1
479,2025-01-20 22:00:00,WidgetC,North,184,7
480,2025-01-20 23:00:00,WidgetA,North,232,6
481,2025-01-21 00:00:00,WidgetC,South,343,6
482,2025-01-21 01:00:00,WidgetA,North,120,16
483,2025-01-21 02:00:00,WidgetB,North,201,4
484,2025-01-21 03:00:00,WidgetA,West,203,2
485,2025-01-21 04:00:00,WidgetC,East,379,12
486,2025-01-21 05:00:00,WidgetA,East,165,3
487,2025-01-21 06:00:00,WidgetA,South,402,15
488,2025-01-21 07:00:00,WidgetB,East,391,3
489,2025-01-21 08:00:00,WidgetC,South,362,8
490,2025-01-21 09:00:00,WidgetB,South,230,6
491,2025-01-21 10:00:00,WidgetB,South,311,7
492,2025-01-21 11:00:00,WidgetB,North,54,2
493,2025-01-21 12:00:00,WidgetA,East,24,8
494,2025-01-21 13:00:00,WidgetA,West,370,18
495,2025-01-21 14:00:00,WidgetC,West,62,14
496,2025-01-21 15:00:00,WidgetA,West,73,4
497,2025-01-21 16:00:00,WidgetA,West,373,7
498,2025-01-21 17:00:00,WidgetC,West,139,2
499,2025-01-21 18:00:00,WidgetB,South,35,6
500,2025-01-21 19:00:00,WidgetC,West,303,12
501,2025-01-21 20:00:00,WidgetC,South,89,16
502,2025-01-21 21:00:00,WidgetA,North,363,2
503,2025-01-21 22:00:00,WidgetC,West,487,6
504,2025-01-21 23:00:00,WidgetC,East,141,11
505,2025-01-22 00:00:00,WidgetA,East,289,1
506,2025-01-22 01:00:00,WidgetC,East,139,12
507,2025-01-22 02:00:00,WidgetB,West,77,19
508,2025-01-22 03:00:00,WidgetA,West,296,5
509,2025-01-22 04:00:00,WidgetB,East,430,8
510,2025-01-22 05:00:00,WidgetC,East,371,1
511,2025-01-22 06:00:00,WidgetB,West,163,16
512,2025-01-22 07:00:00,WidgetB,East,485,2
513,2025-01-22 08:00:00,WidgetA,North,442,18
514,2025-01-22 09:00:00,WidgetB,West,358,6
515,2025-01-22 10:00:00,WidgetB,West,381,18
516,2025-01-22 11:00:00,WidgetB,West,442,9
